Census year,Block ID,Property ID,Base property ID,CLUE small area,Trading name,Industry (ANZSIC4) code,Industry (ANZSIC4) description,x coordinate,y coordinate,Location
2018,84,103210,103210,Melbourne (CBD),"Ithacan Philanthropic Society ""The Ulysses""",9559,Other Interest Group Services n.e.c.,144.96136,-37.81099,"(-37.81098646, 144.9613557)"
